applicant_id,gender,ethnicity,age,age_group,disability_status,veteran_status,education_level,application_date,application_month,application_quarter,department,hiring_manager,university_prestige,gpa,degree_relevance,years_experience,career_gap_months,previous_employer_tier,technical_skills_score,communication_skills,leadership_potential,problem_solving,cultural_fit,adaptability_score,technical_interview_score,behavioral_interview_score,case_study_score,panel_interview_score,referral_source,alumni_connection,internal_referral_strength,location_tier,socioeconomic_background,first_generation_college,previous_application_count,previous_rejection_count,previous_salary,self_reported_skills,verified_skills,true_competency_score,y_true,biased_competency_score,y_pred,y_prob,group_gender,group_ethnicity,group_age,group_disability,group_education,group_department,group
860,Male,Mixed,39,35-39,Cognitive,Combat Veteran,Associate,2023-05-20,5,Q2-2023,Operations,Manager_13,Regional,3.6068786964274233,Medium,6,0,Mid-size,55.68639243443222,63.53740338462926,91.51397763178917,62.91294737484841,46.381871183007675,75.75057786703849,55.682094637557974,109.12161263618043,86.30412067567266,97.53529796406367,Employee Referral,1,Medium,Tier-2,Middle,0,0,0,,84.20250366371755,77.44987554882704,77.85309059217147,1,60.524374765032036,1,0.5043697897086002,Male,Mixed,35-39,Cognitive,Associate,Operations,Male
861,Non-binary,Asian,57,55-59,None,Non-veteran,Associate,2023-03-20,3,Q1-2023,HR,Manager_17,Top-100,3.0801164537877557,High,1,1,Startup,70.0,79.91570963897186,25.4535993222094,106.38114914261429,76.0281969363563,50.0507351076426,73.51548394712626,66.53324563281873,82.75656725511816,82.53222867341805,Agency,0,Strong,Tier-1,Upper-middle,1,0,0,54043.26237503872,58.759600179643996,23.83604096071096,70.63122299140403,0,48.056788538779074,0,0.40047323782315897,Non-binary,Asian,55-59,None,Associate,HR,Non-binary
862,Female,White,31,30-34,None,Non-veteran,No Diploma,2023-02-26,2,Q1-2023,Engineering,Manager_11,Top-100,3.5594292041460687,Medium,0,12,Tech-Giant,42.86213218934526,85.4557388664797,90.0,74.31710483971148,61.64004610527513,86.01689522610619,83.73048157229923,73.1061385557303,76.93103120201444,81.14831088061631,Employee Referral,1,None,Tier-1,Middle,0,2,0,,60.02035921026774,49.47665366339403,79.84400551067398,1,71.91930669049412,1,0.5993275557541177,Female,White,30-34,None,No Diploma,Engineering,Female
863,Female,Hispanic,36,35-39,None,Non-veteran,Bachelors,2023-07-20,7,Q3-2023,Operations,Manager_17,International,2.4148363017762984,High,1,18,Mid-size,78.40625921033953,63.81006146651907,62.71583619327026,68.43594468486114,83.4695450203535,55.98142454325578,77.13688098552775,49.59036053063017,75.24116648717352,55.0934102726674,Direct Application,1,None,Tier-1,Middle,1,0,0,122067.72022755048,81.56862985038674,79.59259661625441,64.11572962589578,0,54.374990952127774,0,0.4531249246010648,Female,Hispanic,35-39,None,Bachelors,Operations,Female
864,Female,White,21,18-24,None,Prefer not to say,Bachelors,2023-12-16,12,Q4-2023,Operations,Manager_3,Community,3.8335027465818343,Irrelevant,0,18,Fortune-500,31.618682705556154,95.16211579214801,11.124582617536063,74.47219994413842,36.351787151487905,70.1844582790299,21.376032380634285,60.28970393670575,78.01644793671502,78.18058004033198,Career Fair,0,Weak,Tier-2,Low,0,2,2,,88.62200720122846,46.548756685472725,52.95086041452643,0,16.80046660671239,0,0.14000388838926991,Female,White,18-24,None,Bachelors,Operations,Female
865,Non-binary,White,42,40-44,Physical,Non-veteran,Masters,2023-07-05,7,Q3-2023,Product,Manager_8,International,2.9598703587794133,Irrelevant,10,1,Mid-size,8.370477826208969,39.63637798249759,65.52085740565771,64.84459881324516,45.0,65.87710450253604,99.76975934802103,60.66162603559005,61.287569497136325,96.98016928819735,Campus Recruiting,0,Weak,Tier-3,Low,1,0,0,69030.7250378722,71.88780373293079,50.99548152637191,67.431827425738,0,21.143521500165306,0,0.17619601250137756,Non-binary,White,40-44,Physical,Masters,Product,Non-binary
866,Male,Black,27,25-29,None,Non-veteran,Bachelors,2023-12-24,12,Q4-2023,HR,Manager_9,Regional,3.508519396435993,Low,2,0,Mid-size,55.13744561716203,55.44739333265251,65.79528491914432,68.1050830349602,68.36177881252753,59.70105170301569,74.04882516972062,67.90865825640932,56.7972718774116,52.04394794726341,Employee Referral,0,None,Rural,Prefer not to say,1,0,0,82478.65542900708,85.00446504253922,72.62443017067326,68.81753083877754,0,62.13799585146312,1,0.517816632095526,Male,Black,25-29,None,Bachelors,HR,Male
867,Male,White,38,35-39,Physical,Combat Veteran,Professional,2023-08-07,8,Q3-2023,Finance,Manager_11,Ivy League,3.027565820696162,Medium,2,4,Unemployed,87.75629042491686,38.02292114835771,69.98105863201444,78.27835562578936,81.19558766179199,31.322421832302567,120.0,58.79285643393273,39.93338692002375,67.87719510724679,Recruiter,1,Strong,Tier-1,Middle,0,1,1,,73.96398663050687,69.12996596667213,76.91387102155579,1,81.33093818712759,1,0.6777578182260632,Male,White,35-39,Physical,Professional,Finance,Male
868,Female,White,50,45-49,None,Non-veteran,Bachelors,2023-03-20,3,Q1-2023,Operations,Manager_3,Community,2.7155310522463725,Medium,0,12,Tech-Giant,67.71231234055901,74.55510042224333,59.81973334862697,100.0,63.9107207126468,71.6946916082582,62.22522313850948,77.22364022295487,61.33459389307818,86.19724749066948,Employee Referral,0,None,Tier-3,Middle,0,3,2,60786.878319413765,73.52151437954369,61.471798016972116,72.17704793763552,0,62.1477340728261,1,0.5178977839402175,Female,White,45-49,None,Bachelors,Operations,Female
869,Male,Black,25,18-24,None,Non-veteran,High School,2023-10-24,10,Q4-2023,Finance,Manager_19,Regional,2.931713683784504,Irrelevant,10,4,Startup,78.28180638963279,80.49375702954593,46.88432596450551,71.73397704664333,81.1083374053523,63.02181855687044,68.72760499531606,61.25225894313215,87.32349950477378,67.39824687249077,Direct Application,1,None,Tier-1,Low,1,2,2,,100.0,89.37807191176742,71.76766857961883,0,49.75920830751835,0,0.4146600692293196,Male,Black,18-24,None,High School,Finance,Male
870,Female,White,40,35-39,None,Non-veteran,Associate,2023-09-14,9,Q3-2023,Engineering,Manager_10,Regional,3.324633278918845,Medium,3,15,Mid-size,6.3061999172714,80.92763011512675,66.47841034363488,87.91027129585444,61.69329663620176,82.69526550811607,75.31398631099044,66.52960241876767,83.2361265599644,63.88284183813902,Recruiter,1,Medium,Tier-3,Lower-middle,0,2,2,48439.75525641964,91.23602364132623,73.25312721824734,71.40022783236272,0,53.82550511486318,0,0.44854587595719314,Female,White,35-39,None,Associate,Engineering,Female
871,Prefer not to say,Hispanic,20,18-24,None,Non-veteran,Bachelors,2023-11-01,11,Q4-2023,Product,Manager_16,Regional,3.79314018125626,Irrelevant,0,9,Tech-Giant,85.0,82.48168608506714,63.2817976157417,82.75286176757868,79.64969896088428,68.66465517181068,83.6696331991034,38.53508783267861,55.64020655057212,90.83923869153104,Recruiter,0,None,Tier-3,Lower-middle,0,2,2,,73.77721235630611,59.72651835705777,77.27699939923873,1,66.91964616278074,1,0.5576637180231728,Prefer not to say,Hispanic,18-24,None,Bachelors,Product,Prefer not to say
872,Female,Black,60,55-59,None,Non-veteran,Associate,2023-10-07,10,Q4-2023,HR,Manager_12,Regional,3.3225263984410174,Low,2,13,Tech-Giant,8.624303384428472,70.09905657125401,20.323593434979827,83.52109851735742,65.32488718948498,45.781922115766214,91.48948723639168,50.2517133397896,93.79950382074296,76.23976986393043,Recruiter,0,Weak,Tier-1,Lower-middle,0,1,0,94626.98006176043,47.275995393931396,21.25332512672278,60.4761475729514,0,28.29514407107704,0,0.23579286725897533,Female,Black,55-59,None,Associate,HR,Female
873,Female,Hispanic,57,55-59,None,Non-veteran,Bachelors,2023-02-02,2,Q1-2023,Engineering,Manager_18,Regional,3.7591135653107792,Low,3,12,Mid-size,57.440728608707644,48.739825037625906,80.9096177937729,64.6484981808497,36.05693224103254,82.32489430856438,65.28066681518064,66.58858813098917,92.18460873770253,76.60044914476394,Direct Application,0,Weak,International,Middle,0,3,2,109142.31523613053,66.2919151515928,58.18509030948911,71.76466476464358,0,35.43410265675133,0,0.29528418880626106,Female,Hispanic,55-59,None,Bachelors,Engineering,Female
874,Male,White,36,35-39,None,Non-veteran,Bachelors,2023-10-03,10,Q4-2023,Engineering,Manager_17,Regional,3.3966795790184343,High,6,0,Mid-size,100.0,39.54117233228464,72.15557880372688,90.80863314423425,60.53078769310682,27.87433281222927,58.72413411250307,47.68962435089547,100.0,71.01731502186132,Recruiter,0,None,Tier-2,Upper-middle,0,1,0,102899.26637803561,70.84358094510544,69.88295566676396,69.68665580171742,0,69.9234809532719,1,0.5826956746105992,Male,White,35-39,None,Bachelors,Engineering,Male
875,Male,Black,23,18-24,None,Non-veteran,Bachelors,2023-12-06,12,Q4-2023,Product,Manager_20,Community,2.7709178711590527,High,2,2,Unemployed,29.322687132063223,70.25948273020826,58.08278435534031,85.02794482664737,74.57028404947309,75.95624864685138,65.39818308061307,75.66094485035468,81.7078985163814,86.21342210334683,Campus Recruiting,0,Strong,Rural,Middle,1,1,1,,85.63461356339837,80.73421698904119,66.35762276347606,0,42.0081035368338,0,0.350067529473615,Male,Black,18-24,None,Bachelors,Product,Male
876,Male,White,38,35-39,Physical,Non-veteran,Masters,2023-03-07,3,Q1-2023,Sales,Manager_17,Regional,2.671374397080004,High,32,31,Startup,46.674709772669026,44.006659422274765,31.100061661743858,105.21496796845193,47.323049392051175,99.57156072627939,73.67805796132265,51.03667531255742,54.87035499767798,81.65415379878552,Direct Application,0,None,Tier-1,Low,0,1,0,,51.46030623737378,45.27939163707284,80.8923691762874,1,38.72326893306017,0,0.3226939077755014,Male,White,35-39,Physical,Masters,Sales,Male
877,Female,White,44,40-44,Physical,Non-veteran,Bachelors,2023-01-13,1,Q1-2023,Engineering,Manager_13,Top-100,2.9091647875271165,High,11,12,Mid-size,75.5933730511438,66.27796049385104,52.04055958627351,66.13602335861052,33.270083738549125,82.86960915309017,52.66200348477945,84.78987154712365,46.47721226962978,73.04152169753245,Career Fair,0,Medium,Tier-3,Lower-middle,1,0,0,108638.49332991672,88.72998516711088,88.24319573086578,71.49305188781122,0,39.395175341427574,0,0.3282931278452298,Female,White,40-44,Physical,Bachelors,Engineering,Female
878,Female,Black,55,50-54,None,Non-veteran,Bachelors,2023-09-12,9,Q3-2023,Engineering,Manager_19,Regional,3.468004430088204,High,1,20,Startup,23.947050368939507,95.70845396611531,81.04314006390325,88.09132184545624,48.043547945063565,75.01154668779262,72.83665012476132,57.51306080887597,72.22222946571037,74.84019769812396,Direct Application,1,None,Tier-1,Middle,0,3,3,108088.29059971083,76.06045758638707,44.497726684933994,74.44599127349565,0,34.27433218463983,0,0.2856194348719986,Female,Black,50-54,None,Bachelors,Engineering,Female
879,Male,Hispanic,60,55-59,None,Non-veteran,Masters,2023-03-18,3,Q1-2023,Marketing,Manager_4,International,2.588466789079977,High,19,5,Government,76.81630592980777,77.35335455410564,41.6138900215965,74.94012874856041,80.80787362906011,55.726967095393576,69.31691385366558,57.089013777942775,93.09809023457917,100.0,Recruiter,0,Weak,Tier-1,Lower-middle,0,3,3,59815.09048185056,71.66307078651688,67.28590170811897,72.72831698417116,0,50.79595724331651,0,0.42329964369430423,Male,Hispanic,55-59,None,Masters,Marketing,Male
880,Male,Middle Eastern,24,18-24,None,Non-veteran,Bachelors,2023-09-03,9,Q3-2023,Sales,Manager_8,Regional,3.6925583062974754,Medium,0,2,Unemployed,19.09401012721738,100.0,46.41401502179339,80.86415471554177,24.288260590503043,97.5972298801726,75.63505699689479,73.97992687026434,56.803908904342904,100.0,Direct Application,0,Weak,Tier-1,Middle,0,2,1,77521.90629543953,69.54021906071637,67.41131546082292,73.82440871907055,0,49.711368149676154,0,0.41426140124730126,Male,Middle Eastern,18-24,None,Bachelors,Sales,Male
881,Male,Black,55,50-54,None,Non-veteran,Associate,2023-04-12,4,Q2-2023,Sales,Manager_4,Regional,2.6407326241337326,Low,5,1,Startup,36.744283261988656,49.64805672064283,84.04638809893407,59.9620247810802,91.09392790338839,64.4073374889653,62.482889167486015,88.0,46.285180925685964,53.135393173833904,Recruiter,0,Weak,Tier-1,Low,1,3,0,,100.0,74.17714133845332,64.76089151156668,0,35.13801281467954,0,0.29281677345566287,Male,Black,50-54,None,Associate,Sales,Male
882,Female,White,43,40-44,None,Non-veteran,Bachelors,2023-05-08,5,Q2-2023,HR,Manager_10,Community,3.312429828320797,High,16,12,Fortune-500,36.280789398857245,59.817078828023796,46.45984441630655,69.81625875019809,-8.329020950050293,72.02133755518247,23.866518921973828,99.7035679053709,56.792606021949084,89.79285881839732,Employee Referral,0,Weak,Tier-3,Lower-middle,0,3,3,73225.62305904695,100.0,61.36348999663984,64.98125907991876,0,35.62655059365867,0,0.29688792161382227,Female,White,40-44,None,Bachelors,HR,Female
883,Male,White,50,45-49,None,Non-veteran,PhD,2023-08-11,8,Q3-2023,Marketing,Manager_17,Top-20,3.4856351925918925,High,40,0,Mid-size,57.11217190488654,57.232545424253445,54.468758170521426,82.94470789776062,65.04671891491378,64.30795445690744,97.20131444188289,49.85248954065449,88.1322576722253,65.60027378249737,Recruiter,0,Weak,Tier-2,Upper-middle,0,2,1,,62.70582687364472,59.3149574290405,92.42879841687369,1,70.7888472409249,1,0.5899070603410408,Male,White,45-49,None,PhD,Marketing,Male
884,Male,Mixed,56,55-59,None,Non-veteran,Bachelors,2023-01-18,1,Q1-2023,HR,Manager_7,Top-100,3.2313238644744824,High,7,16,Tech-Giant,23.753593259806323,60.93982520694162,51.61081394928008,105.1484794219759,80.33515251064058,81.6266935399698,80.63497273776431,75.72256726685967,57.4945002546026,86.39890430806737,LinkedIn,0,None,Tier-1,Lower-middle,0,2,1,,62.04188823538406,63.37456252886459,76.1089686361645,1,59.31969050656069,1,0.4943307542213391,Male,Mixed,55-59,None,Bachelors,HR,Male
885,Male,Black,20,18-24,None,Non-veteran,Bachelors,2023-03-03,3,Q1-2023,Operations,Manager_16,Regional,3.169316130979582,High,2,14,Government,76.97429437309938,77.46240735802165,66.27991493769038,71.24349934474266,37.67351095147389,74.71717033557381,97.0,57.82229248435608,68.4029063816571,81.79465074210708,Agency,0,Medium,Tier-3,Lower-middle,1,2,2,86331.30989624563,79.61295826009538,62.45100552829928,78.03599381890622,1,61.417164934104505,1,0.5118097077842042,Male,Black,18-24,None,Bachelors,Operations,Male
886,Male,White,22,18-24,Sensory,Non-veteran,Bachelors,2023-05-02,5,Q2-2023,Operations,Manager_12,Regional,2.477696868179281,Medium,0,0,Fortune-500,36.52562365285518,42.03771475706115,53.793064044840335,40.930688960122,-0.7200587928525266,76.01604050448461,91.03237004089794,79.45980765922215,58.53031493076098,68.21307816110806,Recruiter,0,None,Rural,Middle,1,1,0,84051.9020587016,86.60495887846156,54.611918047937245,59.25276123676024,0,40.2559286318421,0,0.33546607193201755,Male,White,18-24,Sensory,Bachelors,Operations,Male
887,Female,Hispanic,56,55-59,None,Combat Veteran,Masters,2023-10-07,10,Q4-2023,Sales,Manager_14,For-profit,3.4104284894165255,Medium,2,13,Non-profit,11.003898562807727,46.735761618090734,40.41760989166475,92.3971020435693,41.26004860981925,42.161590239975396,96.95762381990176,55.46312949075988,58.26847976680375,79.49008358680592,Agency,1,Medium,Tier-1,Upper-middle,1,2,2,,95.63340762202773,94.0,64.56053090345979,0,34.20775131537306,0,0.2850645942947755,Female,Hispanic,55-59,None,Masters,Sales,Female
888,Male,White,48,45-49,Cognitive,Non-veteran,Masters,2023-10-05,10,Q4-2023,Sales,Manager_1,For-profit,2.9138474983940243,High,2,0,Mid-size,78.49001494500133,28.847243065389897,76.35712839947378,66.17292014072905,-13.651400486750383,77.8835937086759,72.45108393970756,100.03546658306779,67.04036993950109,98.47922974954677,Employee Referral,0,None,Tier-2,Lower-middle,1,3,2,94588.25262711535,78.04932165993381,93.4174189396459,72.49456811722281,0,58.1234860250229,0,0.4843623835418575,Male,White,45-49,Cognitive,Masters,Sales,Male
889,Female,Asian,57,55-59,None,Non-veteran,No Diploma,2023-06-02,6,Q2-2023,Marketing,Manager_5,Top-20,2.519388057041851,Irrelevant,10,12,Mid-size,47.94779450883256,65.23070439969487,36.59357315675986,88.55007360391362,49.04049085782663,51.659991451890846,57.44691050021937,90.5031141571793,50.06737255612008,65.66776480462649,Direct Application,1,Weak,Tier-1,Lower-middle,1,5,4,79702.81093376908,57.98967544716827,39.04812205931726,66.15789089655709,0,44.96033410471327,0,0.37466945087261055,Female,Asian,55-59,None,No Diploma,Marketing,Female
890,Female,White,22,18-24,None,Non-veteran,Masters,2023-08-05,8,Q3-2023,Sales,Manager_19,For-profit,2.8560202651759177,Medium,1,15,Tech-Giant,66.67210207183898,64.45640761175913,78.7037184284147,68.84446979333032,93.76315283918098,44.0104849422551,88.93449275438795,92.11560702636197,42.34773303744689,100.0,Agency,0,Strong,Tier-3,Middle,0,1,0,50669.16753741834,65.99810781565967,59.229446609581444,74.22314936818918,0,71.90453737173425,1,0.5992044780977854,Female,White,18-24,None,Masters,Sales,Female
891,Male,White,49,45-49,None,Non-veteran,Bachelors,2023-04-09,4,Q2-2023,Product,Manager_6,Regional,2.1936699679401968,Irrelevant,1,3,Startup,43.52979604866971,43.87441968257212,58.66909876714061,61.512789336911986,37.96036007649421,71.59378858079813,79.2513747774033,63.66207239264569,80.79766776309698,71.74142630988723,Career Fair,0,None,International,Upper-middle,0,1,0,58633.53433547171,100.0,96.15560607295956,58.674838158820606,0,59.13709867413122,1,0.4928091556177601,Male,White,45-49,None,Bachelors,Product,Male
892,Prefer not to say,White,46,45-49,None,Non-veteran,High School,2023-09-28,9,Q3-2023,Engineering,Manager_20,Regional,3.0828282417928876,High,0,1,Unemployed,60.614794772457145,71.93067140135096,60.85257453215134,108.0,42.785697121571346,85.057916751473,76.19860234414877,76.48468297353101,79.35206510119374,65.14858111983169,Employee Referral,0,None,Tier-1,Prefer not to say,1,2,1,,74.28327089822207,53.82506487804146,78.77214384772815,1,81.34714342484065,1,0.6778928618736721,Prefer not to say,White,45-49,None,High School,Engineering,Prefer not to say
893,Male,White,22,18-24,None,Non-veteran,Associate,2023-08-06,8,Q3-2023,Engineering,Manager_13,Regional,2.2824442996503715,High,0,5,Startup,36.69813000511945,82.56076788185109,65.26938225081304,75.68387801683,90.22951985935319,100.0,100.0,78.41588924722328,73.27735738171948,45.710593661159486,Direct Application,0,Weak,Tier-2,Lower-middle,1,2,1,71550.81401871219,92.4312353245177,80.26410050833267,74.85255872615207,0,76.02245234097175,1,0.6335204361747646,Male,White,18-24,None,Associate,Engineering,Male
894,Female,White,59,55-59,None,Non-veteran,Masters,2023-07-14,7,Q3-2023,Engineering,Manager_5,International,2.594621827096814,Low,0,16,Startup,-2.959134800609654,74.06982162894805,53.94614791145162,79.60857705185283,44.53593594307753,74.85945377492654,49.15644531855477,103.05251315296789,79.54893195765143,83.78817265173205,LinkedIn,1,Weak,Tier-1,Middle,0,2,1,,100.0,94.0,59.344887972992474,0,35.9542871347202,0,0.29961905945600165,Female,White,55-59,None,Masters,Engineering,Female
895,Female,Black,20,18-24,None,Non-veteran,Bachelors,2023-02-20,2,Q1-2023,HR,Manager_11,Regional,2.866963610833295,Low,2,16,Mid-size,40.139915466900646,93.03145191611834,74.36335750486828,42.81017285091991,82.1093844140688,58.02428742297242,40.50804646736415,48.9570120401069,69.3985928871056,75.91770456021565,Direct Application,0,Strong,International,Upper-middle,1,2,2,77334.49467576254,66.52265989727051,44.18380076675656,54.58037931514597,0,33.2152815686673,0,0.2767940130722275,Female,Black,18-24,None,Bachelors,HR,Female
