group,race,neighborhood,time_of_day,vehicle_type,prior_stops,y_true,y_pred,y_prob
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.43041022015584257
White_Mixed,White,Mixed,Night,Sedan,2,1,1,0.683241544716344
Black_Low_Income,Black,Low_Income,Night,Sedan,4,1,1,0.9834034313251951
White_Mixed,White,Mixed,Day,Sedan,4,0,0,0.4905166116166867
White_Low_Income,White,Low_Income,Night,Sedan,5,1,1,0.9311133142747959
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.4966907640465804
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.42519083180531825
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5292521360453987
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.35812323917591893
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,2,1,1,0.8040643865769483
White_Mixed,White,Mixed,Night,Sedan,0,1,1,0.5325627064636766
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.5663436204707214
Black_Affluent,Black,Affluent,Night,SUV,3,0,0,0.27175959029729035
White_Mixed,White,Mixed,Night,SUV,0,0,0,0.4939233042546757
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5359829381919803
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,1,1,0.7880106843677864
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,4,1,1,0.6645435399024495
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.17934672727611153
Black_Mixed,Black,Mixed,Night,Sedan,0,0,0,0.3868315278464161
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.020394600448127687
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.21316025169816882
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.4203056726754476
Black_Affluent,Black,Affluent,Day,SUV,0,0,0,0.18659571864295732
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.40594311056268867
Black_Mixed,Black,Mixed,Day,Sedan,2,1,1,0.6118528810747774
Black_Mixed,Black,Mixed,Day,Luxury,1,0,0,0.34849741230951814
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.22881474275237576
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5650122767451601
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5045670900206471
White_Mixed,White,Mixed,Night,Luxury,1,0,0,0.47170447184863973
Black_Low_Income,Black,Low_Income,Day,SUV,2,1,1,0.8074305994572066
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,0,0,0.4214870624205973
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.45100907058058726
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.30042216455015214
Black_Mixed,Black,Mixed,Day,Luxury,3,0,0,0.4115009038054274
Black_Low_Income,Black,Low_Income,Day,Sedan,1,0,0,0.5522826107343123
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,2,1,1,0.7181166787142359
Black_Low_Income,Black,Low_Income,Night,Luxury,5,0,0,0.6042131172656917
Black_Low_Income,Black,Low_Income,Night,SUV,2,1,1,0.9789797434726524
White_Low_Income,White,Low_Income,Day,Sedan,4,1,1,0.6599158895006094
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.24315854592689057
White_Low_Income,White,Low_Income,Day,Sedan,3,0,0,0.4459048996103608
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.33533575485844386
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.3620845619550701
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.1591178851074694
White_Mixed,White,Mixed,Night,SUV,3,0,0,0.3728418586174561
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.32124326837757217
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,1,1,0.5448518947497786
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.566488564115945
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.21775052291897434
White_Mixed,White,Mixed,Night,Sedan,5,0,0,0.49952080255355313
Black_Low_Income,Black,Low_Income,Night,SUV,2,1,1,0.9119728824754192
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,3,0,1,0.4791678706290329
Black_Affluent,Black,Affluent,Night,SUV,1,0,0,0.27049718821374924
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.7667271431570968
Black_Mixed,Black,Mixed,Day,SUV,4,1,1,0.5165783665933935
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.30535774014129224
White_Mixed,White,Mixed,Night,SUV,4,1,1,0.7291012099149048
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.24668158079626212
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,1,0,0,0.5560126450861493
Black_Low_Income,Black,Low_Income,Night,SUV,2,1,1,0.8366911717991066
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,0,0,1,0.49278373813878773
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.5651159345360357
Black_Mixed,Black,Mixed,Day,SUV,4,1,1,0.6354073083457307
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.401012017464313
White_Affluent,White,Affluent,Night,SUV,0,0,0,0.299267397559424
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.4775123703349421
White_Mixed,White,Mixed,Night,SUV,4,0,0,0.4628251432152375
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.18988043319832534
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.3269224948658188
White_Mixed,White,Mixed,Night,Sedan,1,0,0,0.43922478310138335
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,1,1,0.8104129764336656
White_Affluent,White,Affluent,Night,Sedan,2,1,1,0.44446432961789284
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.35431747579439
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.13313547933620046
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.8826180485156785
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.22717028968430475
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.380812656604519
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,0.7631463945708127
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,0,0,0,0.24809123273628964
Black_Mixed,Black,Mixed,Night,Sedan,3,1,1,0.5220523414332763
Black_Low_Income,Black,Low_Income,Day,Sedan,3,0,0,0.6863269494143496
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.6755179951995489
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.936291604509216
White_Low_Income,White,Low_Income,Night,SUV,1,0,0,0.4824724247347383
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,3,0,0,0.46349382279202284
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.17680513622519306
White_Low_Income,White,Low_Income,Day,Sedan,3,0,0,0.41125734485229065
Black_Affluent,Black,Affluent,Day,SUV,0,0,0,0.27979056411589814
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.48412214339328935
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,4,0,0,0.5938196126018727
Black_Mixed,Black,Mixed,Day,Luxury,0,0,0,0.4189694021810045
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.3246281110852176
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,0.7444358624407319
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,1,1,1,0.6526138365863917
Black_Affluent,Black,Affluent,Night,SUV,1,0,0,0.2824728805638152
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.14632060446561962
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,1,1,0.6703616658946318
Black_Mixed,Black,Mixed,Night,SUV,1,0,0,0.4445223884505433
Black_Low_Income,Black,Low_Income,Night,SUV,5,1,1,1.0
White_Low_Income,White,Low_Income,Day,Sedan,4,1,1,0.6205702856569003
White_Mixed,White,Mixed,Night,SUV,2,1,1,0.6965828399845722
Black_Low_Income,Black,Low_Income,Day,SUV,1,1,1,0.7697590130157201
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,0,1,1,0.8132332777775928
Black_Mixed,Black,Mixed,Day,Luxury,2,0,0,0.4309629877579971
White_Mixed,White,Mixed,Night,SUV,0,0,0,0.4142790590093183
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.37755867983071506
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.3358429593860681
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.34852668289917177
Black_Low_Income,Black,Low_Income,Day,SUV,2,0,1,0.635652874491424
White_Mixed,White,Mixed,Day,Sedan,2,1,1,0.5360655628609554
White_Mixed,White,Mixed,Night,Sedan,1,0,0,0.4619080096651498
White_Low_Income,White,Low_Income,Night,Luxury,2,1,1,0.5905214930900177
Black_Low_Income,Black,Low_Income,Night,Sedan,0,1,1,0.9490369534194625
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.4234973528342426
White_Low_Income,White,Low_Income,Day,SUV,1,0,0,0.4455203957833379
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.4309572356378011
Black_Affluent,Black,Affluent,Night,Sedan,1,1,1,0.5394863260794285
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,1,1,0.8064995842874413
Black_Low_Income,Black,Low_Income,Day,Sedan,1,1,1,0.7985658277981835
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6870104775526524
Black_Mixed,Black,Mixed,Day,SUV,2,0,0,0.29299363223353897
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.531460024196735
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,0,1,1,0.6983046168772178
White_Low_Income,White,Low_Income,Night,Sedan,0,1,1,0.6925594066970091
White_Low_Income,White,Low_Income,Day,Sedan,0,0,0,0.35198901655083287
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,1,1,1,0.831688116300115
Black_Low_Income,Black,Low_Income,Day,SUV,0,1,1,0.7165546870986452
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.17036413454018487
Black_Affluent,Black,Affluent,Day,Sedan,4,0,0,0.21319252695620045
White_Mixed,White,Mixed,Night,SUV,1,1,1,0.5762452200785134
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,1,1,0.6877490466929715
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6123171189130074
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.04588405880195848
Black_Mixed,Black,Mixed,Night,Luxury,1,1,1,0.612349004225117
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.3704990003058606
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.3946464272046047
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.6182957826230986
Hispanic_Low_Income,Hispanic,Low_Income,Day,Luxury,2,1,1,0.6068102234104831
Black_Affluent,Black,Affluent,Day,Sedan,0,0,0,0.1623785909112957
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,3,0,0,0.46502523207551955
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,0,0,0,0.4532704224172861
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.3472787596206558
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,1,1,1,0.7116813484526281
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.20167159943741594
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,0,0,0.27534351456090533
White_Affluent,White,Affluent,Night,SUV,3,0,0,0.3626120184518993
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,4,0,0,0.3076788079435733
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.3167326217651531
Black_Low_Income,Black,Low_Income,Night,Sedan,1,1,1,0.8958343927114818
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.5259036095693953
Black_Low_Income,Black,Low_Income,Day,Sedan,1,0,0,0.6955178755885026
Hispanic_Mixed,Hispanic,Mixed,Night,Luxury,1,1,1,0.7075641629075755
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.4804966049075173
White_Low_Income,White,Low_Income,Day,Sedan,2,1,1,0.5187391825916204
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.43498927938083815
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,1.0
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.2628228675942992
Black_Affluent,Black,Affluent,Day,Luxury,1,0,0,0.3066241763910968
Black_Affluent,Black,Affluent,Night,Luxury,1,0,0,0.26000820659934354
Black_Affluent,Black,Affluent,Night,SUV,3,0,0,0.3514389023612484
White_Low_Income,White,Low_Income,Night,SUV,0,1,1,0.7753837648984823
Black_Affluent,Black,Affluent,Day,Luxury,1,0,0,0.13981068012225195
Black_Low_Income,Black,Low_Income,Day,Sedan,4,1,1,0.7528475877071383
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.46866121579274966
White_Mixed,White,Mixed,Day,SUV,4,1,1,0.6133310882753624
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.30357994347488493
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.21009205246543342
White_Affluent,White,Affluent,Day,Sedan,4,0,0,0.2140285050471832
White_Affluent,White,Affluent,Day,SUV,3,1,1,0.43839757305415106
White_Mixed,White,Mixed,Day,Sedan,4,0,0,0.44697426807433943
Black_Mixed,Black,Mixed,Night,Sedan,5,1,1,0.6348045632542789
Black_Low_Income,Black,Low_Income,Day,Sedan,0,1,1,0.7122503104581521
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.6062938699352194
White_Mixed,White,Mixed,Night,Sedan,4,1,1,0.5957660396249794
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.5178881894915883
Black_Low_Income,Black,Low_Income,Day,SUV,5,1,1,0.7882534008589683
Black_Low_Income,Black,Low_Income,Day,Sedan,1,1,1,0.7926862753368717
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.4540596275908121
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.4445092845797184
White_Low_Income,White,Low_Income,Night,Sedan,3,0,0,0.4465116392492081
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.7908754113073861
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,1,1,0.6867399617183667
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.34944790695197037
White_Low_Income,White,Low_Income,Day,Sedan,3,0,0,0.4791605961487776
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.4214060320047382
White_Mixed,White,Mixed,Night,Sedan,0,0,0,0.39300497712909793
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.3044683338051845
White_Low_Income,White,Low_Income,Night,SUV,3,1,1,0.7785325554304572
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.04711062891372231
White_Mixed,White,Mixed,Night,Sedan,0,0,0,0.3797206479739358
Black_Affluent,Black,Affluent,Night,SUV,3,0,0,0.4510176665008334
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,3,0,0,0.19842120953056142
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,3,0,0,0.4582280887610687
White_Affluent,White,Affluent,Night,SUV,2,1,1,0.5256376364403431
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.43087264399051484
Black_Low_Income,Black,Low_Income,Day,SUV,1,0,0,0.6123059396753976
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.036668123765305066
White_Mixed,White,Mixed,Day,Sedan,4,0,0,0.38710137034360614
Black_Mixed,Black,Mixed,Night,SUV,2,0,0,0.43922211510518105
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.5376306217576329
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.1169614988845033
Black_Low_Income,Black,Low_Income,Day,SUV,4,0,0,0.6450431248093302
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.49105364086112196
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.2415218032174762
White_Low_Income,White,Low_Income,Night,Sedan,0,1,1,0.5753287893030049
Black_Low_Income,Black,Low_Income,Day,Sedan,4,1,1,0.7842477087345168
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6679856442941025
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,1,0,1,0.3627491833241251
Black_Low_Income,Black,Low_Income,Night,Luxury,4,1,1,0.8318256507415738
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,0.8843154115929603
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.14452952928619503
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,2,1,1,0.7182276046287933
Black_Mixed,Black,Mixed,Day,SUV,3,1,1,0.553786393220981
Black_Mixed,Black,Mixed,Night,Sedan,0,1,1,0.5118894282230105
Black_Low_Income,Black,Low_Income,Night,SUV,1,0,0,0.698557614321863
Black_Low_Income,Black,Low_Income,Night,Luxury,1,1,1,0.7811556775872104
Black_Mixed,Black,Mixed,Night,Luxury,2,1,1,0.5186487575807457
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.3591549594096507
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.38701279186047194
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.31448517188667346
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.4891524271432259
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,0,0,0,0.2825613184006198
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.17182818678598835
Black_Mixed,Black,Mixed,Night,Sedan,0,0,0,0.3598643617936407
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.20735650732723054
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.38229584779302045
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,2,0,1,0.3775992468259942
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.5751903699927593
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.29346290069763215
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.36402482445875906
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.43941460815042865
White_Low_Income,White,Low_Income,Day,Sedan,0,0,0,0.4753790232024231
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.3289145427596104
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,0,0,0,0.2776968871344072
Black_Low_Income,Black,Low_Income,Day,SUV,3,0,1,0.697690899752422
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,2,1,1,0.8092493465325792
White_Affluent,White,Affluent,Day,Luxury,1,0,0,0.23184996293451673
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.19940339717588682
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.49176267550756864
Black_Mixed,Black,Mixed,Day,Sedan,4,1,1,0.5312108716950885
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,4,0,0,0.5809421130906077
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.3811489671837955
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.293455126491077
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,3,0,0,0.15594588925500566
White_Mixed,White,Mixed,Day,SUV,6,0,0,0.4556602542993043
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.27716241672367103
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,1,1,0.6711953692190062
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.3137624080761304
White_Low_Income,White,Low_Income,Night,Luxury,0,1,1,0.5481988199185261
Black_Low_Income,Black,Low_Income,Day,Luxury,1,0,0,0.6918422167640976
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.2886134385538487
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,2,1,1,0.5245579552561282
White_Affluent,White,Affluent,Day,Luxury,2,0,0,0.33045815060048367
Black_Low_Income,Black,Low_Income,Day,Sedan,2,1,1,0.7689705333172907
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,5,1,1,0.8708218761050931
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,4,1,1,0.86382182875518
Black_Affluent,Black,Affluent,Day,Sedan,0,0,0,0.24444579810239742
Black_Low_Income,Black,Low_Income,Day,SUV,0,1,1,0.8977546510908279
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,5,1,1,0.635981369845984
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.3788913757829334
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,1,1,0.7465942869658314
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.4630238883362736
White_Mixed,White,Mixed,Day,SUV,3,1,1,0.5771142949328332
Black_Affluent,Black,Affluent,Night,SUV,5,1,1,0.5692876325296166
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.22112796131000076
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.17209836547450805
Black_Low_Income,Black,Low_Income,Day,SUV,1,0,1,0.5432649050336193
Black_Affluent,Black,Affluent,Day,Sedan,0,0,0,0.44967576623660155
Black_Mixed,Black,Mixed,Night,Sedan,0,0,0,0.41819870994937886
Black_Affluent,Black,Affluent,Day,Luxury,0,0,0,0.391748964639577
White_Mixed,White,Mixed,Night,Luxury,1,0,0,0.4989541358280126
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.13033673791491096
Black_Mixed,Black,Mixed,Night,SUV,1,0,0,0.3607133235919544
Black_Low_Income,Black,Low_Income,Night,Sedan,2,1,1,0.8562299527498931
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,1,1,1,0.7035267367948391
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.6111495209857307
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.29435330842444607
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.5290816647920947
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,2,1,1,0.9772276539192181
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.2798514856306388
Black_Low_Income,Black,Low_Income,Day,Sedan,4,1,1,0.713153113119172
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,2,0,0,0.33634830847643504
Black_Low_Income,Black,Low_Income,Day,SUV,1,1,1,0.8044297589159528
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.29494976463956785
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.46972833193205726
Black_Low_Income,Black,Low_Income,Day,Sedan,3,1,1,0.7588644570880059
Black_Affluent,Black,Affluent,Day,Luxury,1,0,0,0.17863483447804096
Black_Affluent,Black,Affluent,Night,SUV,1,0,0,0.23147624576405748
White_Mixed,White,Mixed,Day,Sedan,3,1,1,0.5173941482387724
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.30749957765340763
Black_Mixed,Black,Mixed,Day,Luxury,0,0,0,0.3049469150448198
Black_Affluent,Black,Affluent,Night,Sedan,3,1,1,0.562650899479561
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,4,1,1,0.7503216106672123
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.570783760250145
Black_Mixed,Black,Mixed,Day,Sedan,5,0,0,0.40859345559407606
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.5218904628169965
Black_Mixed,Black,Mixed,Day,Sedan,0,0,0,0.45745939615902254
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.5487217362382234
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.586234267365046
White_Affluent,White,Affluent,Night,Luxury,0,0,0,0.17570292706172283
Black_Low_Income,Black,Low_Income,Night,SUV,3,1,1,0.961470835381182
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.10177214125489517
White_Mixed,White,Mixed,Day,Sedan,0,1,1,0.5825702719114437
White_Low_Income,White,Low_Income,Day,Luxury,0,0,0,0.4753529966633121
White_Low_Income,White,Low_Income,Night,Sedan,0,1,1,0.5112493594841166
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.22248174201248314
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,2,1,1,0.870289848140254
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.4376242317801072
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.24950741706911111
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,2,0,0,0.4612653271297271
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.16433272034117388
Black_Affluent,Black,Affluent,Day,Sedan,4,1,1,0.5143073037304373
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.7225409252168364
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,2,0,0,0.4602203633289714
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.4137220761442632
Hispanic_Low_Income,Hispanic,Low_Income,Night,Luxury,1,1,1,0.7291812214285959
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.3086239997360646
Black_Mixed,Black,Mixed,Day,Sedan,2,1,1,0.5176388339186683
White_Affluent,White,Affluent,Day,Luxury,2,0,0,0.29103225796312737
White_Low_Income,White,Low_Income,Day,Sedan,0,1,1,0.5099602668680718
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.2356132755259504
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,2,0,0,0.5331590156533641
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.30329854450916444
Black_Affluent,Black,Affluent,Night,SUV,4,0,0,0.33799872038943113
White_Mixed,White,Mixed,Day,Sedan,4,1,1,0.5338847551711536
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.3171391548310787
White_Low_Income,White,Low_Income,Day,SUV,1,0,0,0.31368532874653654
Black_Affluent,Black,Affluent,Night,Sedan,0,1,1,0.5036780382901527
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.3058731342706793
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.12168547858485376
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.29929744081609566
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.2535773545576271
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.45315427084180565
Black_Mixed,Black,Mixed,Night,Sedan,1,0,0,0.3893069536752362
Black_Low_Income,Black,Low_Income,Day,Luxury,3,1,1,0.8227601700822997
White_Low_Income,White,Low_Income,Day,Luxury,3,0,0,0.4217162914555685
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.3787227868398386
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.15290705070331576
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,5,1,1,0.7245660554912875
Black_Mixed,Black,Mixed,Night,SUV,1,0,0,0.470696364698333
Black_Mixed,Black,Mixed,Day,Luxury,1,0,0,0.20803095606093247
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.45588998192624913
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,0,0,0,0.11335838788383495
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.46492276986689335
White_Mixed,White,Mixed,Day,Sedan,2,1,1,0.5337161132974741
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,2,1,1,0.8063998428765242
White_Affluent,White,Affluent,Night,Luxury,0,0,0,0.24290501565030972
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.37743360200774106
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.37518700787736364
White_Low_Income,White,Low_Income,Night,SUV,3,1,1,0.7324041866265983
White_Low_Income,White,Low_Income,Night,SUV,4,1,1,0.5124525387784054
White_Affluent,White,Affluent,Day,SUV,4,0,0,0.3104243873542003
